"Refid","Bibliography"
242,"Hsu, Kai-Shyang, Eads, Ray, Lee, Mo Yee, Wen, Zhemin (2021).  Solution-focused brief therapy for behavior problems in children and adolescents: A meta-analysis of treatment effectiveness and family involvement Children and Youth Services Review, 120(),  105620. 10.1016/j.childyouth.2020.105620"
244,"Cline, Jared Isaac (2021).  Ethnoracial Comparisons in Psychotherapy Outcomes Among Native Hawaiian and Pacific Islander College Students , (),  76. "
245,"Filges, Trine, Dalgaard, Nina T, Viinholt, Bjørn C A (2020).  PROTOCOL: Outreach programmes to improve life circumstances and prevent further adverse developmental trajectories of at-risk youth in OECD countries: A systematic review Campbell Systematic Reviews, 16(4),  . 10.1002/cl2.1121"
248,"Dworkin, Emily R (2020).  Risk for Mental Disorders Associated With Sexual Assault: A Meta-Analysis Trauma, Violence & Abuse, 21(5),  1011. 10.1177/1524838018813198"
249,"Horigome, Toshiro, Kurokawa, Shunya, Sawada, Kyosuke, Kudo, Shun, Shiga, Kiko, Mimura, Masaru, Kishimoto, Taishiro (2020).  Virtual reality exposure therapy for social anxiety disorder: a systematic review and meta-analysis Psychological Medicine, 50(15),  2487. 10.1017/S0033291720003785"
251,"Ibragimova, Irina, Žužak, Martina (2020).  Refugee health in Europe: mapping review of research literature (2015–2019) International Journal of Health Governance, 25(4),  349. 10.1108/IJHG-04-2020-0031"
252,"Firth, Joseph, PhD, Wootton, Robyn E, PhD, Carvalho MD, Andre F, PhD (2020).  Toward Preventive Psychiatry: The Role of Advanced Epidemiological Methods The American Journal of Psychiatry, 177(10),  888. 10.1176/appi.ajp.2020.20081208"
253,"Perera, S J (2020).  G623 Non psychiatric comorbidities in adhd: a scoping exercise Archives of Disease in Childhood, 105(Suppl 1),  A224. 10.1136/archdischild-2020-rcpch.537"
256,"Haahr-Pedersen, Ida, Ershadi, Afrodite Emma, Hyland, Philip, Hansen, Maj, Perera, Camila, Sheaf, Greg, Bramsen, Rikke Holm, Spitz, Pernille, Vallieres, Frederique (2020).  Polyvictimization and psychopathology among children and adolescents: A systematic review of studies using the Juvenile Victimization Questionnaire Child Abuse & Neglect, 107(),  1. 10.1016/j.chiabu.2020.104589"
257,"Haavanlammi, M, Appelqvist-Schmidlechner, K, Kekkonen, M, Ruiz-Ariza, A, Fröjd, S (2020).  Sports participation for mental health promotion among socially vulnerable youth: a study protocol European Journal of Public Health, suppl. 5, 30(),  . 10.1093/eurpub/ckaa166.1040"
259,"Biernesser, Candice, Sewall, Craig JR, Brent, David, Bear, Todd, Mair, Christina, Trauth, Jeanette (2020).  Social media use and deliberate self-harm among youth: A systematized narrative review Children and Youth Services Review, 116(),  1. 10.1016/j.childyouth.2020.105054"
261,"Arias-de la Torre, Jorge, Puigdomenech, Elisa, García, Xavier, Valderas, Jose M, Eiroa-Orosa, Francisco Jose, Fernández-Villa, Tania, Molina, Antonio J, Martín, Vicente, Serrano-Blanco, Antoni, Alonso, Jordi, Espallargues, Mireia (2020).  Relationship Between Depression and the Use of Mobile Technologies and Social Media Among Adolescents: Umbrella Review Journal of Medical Internet Research, 22(8),  . 10.2196/16388"
262,"Brunelle, Katrina, Abdulle Safia, Gorey, Kevin M (2020).  Anxiety and Depression Among Socioeconomically Vulnerable Students with Learning Disabilities: Exploratory Meta-analysis: C & A Child & Adolescent Social Work Journal, 37(4),  359. 10.1007/s10560-019-00631-w"
264,"Singla, Daisy R, Ahmed, Waqas, Hamdani, Syed Usman, Suleman, Nadia, Zafar, Syeda Wajeeha (2020).  Implementation and effectiveness of adolescent life skills programs in low- and middle-income countries: A critical review and meta-analysis Behaviour Research and Therapy, 130(),  1. 10.1016/j.brat.2019.04.010"
268,"Tay, Jing Ling, Yong-Shian, Shawn Goh, Piyanee Klainin‐Yobas (2020).  Online HOPE intervention on mental health literacy among youths in Singapore: An RCT protocol Journal of Advanced Nursing, 76(7),  1831. 10.1111/jan.14393"
272," (2020).  Campbell Title Registrations to Date—April 2020 Campbell Systematic Reviews, 16(2),  . 10.1002/cl2.1093"
276,"Dugré, Jules R, Dumais, Alexandre, Dellazizzo, Laura, Potvin, Stéphane (2020).  Developmental joint trajectories of anxiety-depressive trait and trait-aggression: implications for co-occurrence of internalizing and externalizing problems Psychological Medicine, 50(8),  1338. 10.1017/S0033291719001272"
277,"Smith, Tyler E, Sheridan, Susan M, Kim, Elizabeth M, Park, Sunyoung, Natasha, Beretvas S (2020).  The Effects of Family-School Partnership Interventions on Academic and Social-Emotional Functioning: a Meta-Analysis Exploring What Works for Whom Educational Psychology Review, 32(2),  511. 10.1007/s10648-019-09509-w"
280,"Moula, Zoe, Aithal, Supritha, Karkou, Vicky, Powell, Joanne (2020).  A systematic review of child-focused outcomes and assessments of arts therapies delivered in primary mainstream schools Children and Youth Services Review, 112(),  1. 10.1016/j.childyouth.2020.104928"
281,"Gruhn, Meredith A, Compas, Bruce E (2020).  Effects of maltreatment on coping and emotion regulation in childhood and adolescence: A meta-analytic review Child Abuse & Neglect, 103(),  1. 10.1016/j.chiabu.2020.104446"
283,"Dixon, Lucas J, Linardon, Jake (2020).  A systematic review and meta-analysis of dropout rates from dialectical behaviour therapy in randomized controlled trials Cognitive Behaviour Therapy, 49(3),  181. 10.1080/16506073.2019.1620324"
284,"Sun Jae Moon, Hwang, Jinseub, Harrison Scott Hill, Kervin, Ryan, Kirstin Brown Birtwell, Torous, John, McDougle, Christopher J, Kim, Jung Won (2020).  Mobile device applications and treatment of autism spectrum disorder: a systematic review and meta-analysis of effectiveness Archives of Disease in Childhood, 105(5),  458. 10.1136/archdischild-2019-318258"
286,"Bossen, Daniël, Broekema, Aline, Visser, Bart, Brons, Annette, Timmerman, Annieck, Faridi van Etten-Jamaludin, Braam, Katja, Engelbert, Raoul (2020).  Effectiveness of Serious Games to Increase Physical Activity in Children With a Chronic Disease: Systematic Review With Meta-Analysis Journal of Medical Internet Research, 22(4),  . 10.2196/14549"
290,"McArthur, Genevieve M, Filardi, Nicola, Francis, Deanna A, Boyes, Mark E, Badcock, Nicholas A (2020).  Self-concept in poor readers: a systematic review and meta-analysis PeerJ, (),  . 10.7717/peerj.8772"
292,"Stalgaitis, Carolyn A, MPH, Beckerley, Shiloh, PhD, MA, Fernandez, Priscilla, MA, PhD, Saggese, Daniel J, MBA (2020).  DEVELOPING TRAUMA-INFORMED HEALTH EDUCATION: UNDERSTANDING THE INTERSECTION OF CHILDHOOD ADVERSITY, MENTAL HEALTH, AND SUBSTANCE USE AMONGST ALTERNATIVE TEENS Journal of Adolescent Health, 66(2S),  . "
293,"Finning Katie, Ford, Tamsin, Moore, Darren A, Ukoumunne Obioha C (2020).  Emotional disorder and absence from school: findings from the 2004 British Child and Adolescent Mental Health Survey European Child & Adolescent Psychiatry, 29(2),  187. 10.1007/s00787-019-01342-4"
294,"Zhou, Anne Qin (2020).  Exploring the Relationship Between Barriers to Care with Intention to Seek Mental Health Services in College Students , (),  102. "
295,"Havlik, Katherine L. (2020).  A Meta-Analysis of School Based Mental Health Interventions for Secondary Students , (),  126. "
297,"Blackhurst, Zachary  Joseph (2020).  Predictors of Paternal Postpartum Depression: A Meta-Analysis , (),  77. "
298,"Woods, Rickey Samuel (2020).  A Meta-Analysis on the Effectiveness of Learning Technologies on K-12 Students with Dyscalculia , (),  63. "
299,"Ruffle, Lucy (2020).  The Influence of Child Temperament and Parenting Behaviours on the Development of Childhood Anxiety , (),  . "
300,"Shi, Wei (2020).  Mental Health Help-Seeking Barriers and Preferences among Chinese Population , (),  176. "
301,"Moltrecht, Bettina (2020).  The Role of Emotion Regulation in the Development, Treatment, and Prevention of Youth Psychopathology , (),  . "
302,"Haupt, Rachel (2020).  A Systematic Review and Meta-Analysis of Cognitive Behavioral Therapy for Children and Adolescents with Autism and Anxiety , (),  273. "
303,"Hardy, Madeline (2020).  Interventions and Supports to Ameliorate Math Anxiety in K-12 Schools: A Meta-Analysis of Experimental Group Design Research , (),  103. "
304,"Perkins, Amorette (2020).  Promotion of Health, Wellbeing and Thriving Among Children and Adolescents : Shaping Psychological Mindsets and the Use of Third Wave Cbt Approaches , (),  . "
305,"Woolgar, Francesca (2020).  The Psychological Impact of Trauma on Preschool Children and Their Parents , (),  . "
306,"Evans, Rachel (2020).  Safety Behaviours in Adolescent Social Anxiety , (),  . "
307,"Cassidy, Joseph (2020).  Building Psychological Strengths & Improving Outcomes in School Children with Single-Session Interventions , (),  . "
308,"Wilkerson, Alexis Lynnette (2020).  A Systemic Review and Meta-Analysis of Psychoeducational Groups for the Treatment of Psychopathology Resulting from Child Sexual Abuse , (),  117. "
309,"Bear, Holly Alice (2020).  Investigating the Expectations and Reality of Child and Adolescent Mental Health : Considering Treatment Outcomes, Outcome Expectancy and Illness Belief Models for Anxiety and Depression and the Role of Clinicians in Management , (),  . "
310,"Butcher, Emma Jane (2020).  A Lifecourse Perspective on Childhood Hearing Loss: Prevalence, Risk Factors, and Outcomes , (),  . "
311,"Silverstein, Michael J. (2020).  Do Parent Posttraumatic Stress Symptoms (PTSS) Predict Later Child PTSS? , (),  81. "
312,"Jenkins, Martha Jane (2020).  Effects of Equine-Facilitated Psychotherapy on Mental Health Outcomes: Meta and Content Analyses , (),  91. "
313,"Wolitzky-Taylor, Kate, LeBeau, Richard T., Perez, Marcelina, Gong-Guy, Elizabeth, Fong, Timothy (2020).  Suicide Prevention on College Campuses: What Works and What Are the Existing Gaps? A Systematic Review and Meta-Analysis Journal of American College Health, 68(4),  419. 10.1080/07448481.2019.1577861"
316,"Burton, Samantha (2020).  Cross-Age Peer Mentoring: A Meta-Analysis , (),  94. "
317,"Major, Jennifer L. L. (2020).  Racial Discrimination, Ethnic-racial Socialization, Depression, and Educational Attainment in a Longitudinal Study of African American Youth , (),  139. "
319,"Leonard, Rachel (2020).  A Multiple Perspective Exploration of Health Visitors' Family Focused Practice with Mothers with Mental Illness and Their Families , (),  . "
320,"Okoye, Obiora Carl (2020).  Impact of Inclusive Policies on Health and Clinical Outcomes of Noncitizen Migrants: A Systematic Review , (),  88. "
321,"John, Amber (2020).  Affective Symptoms over the Life Course and Cognitive Ageing , (),  . "
322,"Dyer, Maddy (2020).  Investigating the Relationship Between Anxiety and Alcohol Use : Observational and Experimental Evidence , (),  . "
323,"Zepeda, Erika (2020).  Bibliotherapy: A Tool to Increase Social and Emotional Learning in the Classroom , (),  77. "
324,"Youngdahl, Janelle (2020).  Inter-rater Agreement in Autism Spectrum Disorder for Anxiety, Depression, and Broad Internalizing Symptoms: A Meta-Analysis , (),  278. "
325,"Yohannan, Justina (2020).  Cognitive Behavioral Treatments for Youth Exposed to Traumatic Events: A Meta-Analysis Examining Variables Moderating and Mediating Treatment Outcomes , (),  183. "
326,"Jiménez-Barbero, José Antonio, Jiménez-Loaisa, Alejandro, González-Cutre, David, Beltrán-Carrillo, Vicente J., Llor-Zaragoza, Laura, Ruiz-Hernández, José Antonio (2020).  Physical Education and School Bullying: A Systematic Review Physical Education and Sport Pedagogy, 25(1),  79. 10.1080/17408989.2019.1688775"
327,"Bicer, Ali, Perihan, Celal, Lee, Yujin (2020).  A Meta-Analysis: The Effects of CBT as a Clinic- & School-Based Treatment on Students' Mathematics Anxiety International Electronic Journal of Mathematics Education, 15(2),  . "
329,"Gow, Melanie A, Mostert, Yvonne, Dreyer, Lorna (2020).  The promise of equal education not kept: Specific learning disabilities – The invisible disability African Journal of Disability, 9(),  . 10.4102/ajod.v9i0.647"
335,"Hanratty, Jennifer, Neeson, Laura, Bosqui, Tania, Duffy, Michael, Dunne, Laura, Connolly, Paul (2019).  PROTOCOL: Psychosocial interventions for preventing PTSD in children exposed to war and conflict-related violence: A systematic review Campbell Systematic Reviews, 15(4),  . 10.1002/cl2.1056"
337,"Berry, Eliza, Bruce, Rosie, Oprescu, Florin (2019).  Family Therapy for Child and Youth Mental Health: A Scoping Literature Review The Australian and New Zealand Journal of Family Therapy, 40(4),  429. 10.1002/anzf.1393"
338,"Maslowski, Amy K, LaCaille, Rick A, LaCaille, Lara J, Reich, Catherine M, Klingner, Jill (2019).  Effectiveness of Mental Health First Aid: a meta-analysis The Mental Health Review, 24(4),  245. 10.1108/MHRJ-05-2019-0016"
339,"Zarate, Kary, Maggin, Daniel M, Passmore, Amanda (2019).  Meta‐analysis of mindfulness training on teacher well‐being Psychology in the Schools, 56(10),  1700. 10.1002/pits.22308"
340,"Florescu, S, C Mihaescu Pintia, Ciutan, M, Sasu, C, Sfetcu, R, Scintee, S G, Vladescu, C (2019).  Interventions to reduce stress, anxiety and depression symptoms in teenagers – a systematic review European Journal of Public Health, suppl. 4, 29(),  . 10.1093/eurpub/ckz186.581"
341,"Caldwell, D (2019).  Effectiveness of school-based interventions to prevent anxiety & depression in young people European Journal of Public Health, suppl. 4, 29(),  . 10.1093/eurpub/ckz185.021"
342,"Schmidt, M, Werbrouck, A, Verhaeghe, N, Putman, K, Simoens, S, Annemans, L (2019).  Cost-effectiveness of mental health promotion and prevention for young people: a systematic review European Journal of Public Health, suppl. 4, 29(),  . 10.1093/eurpub/ckz186.183"
343," (2019).  Skills building seminar: Measuring children mental health European Journal of Public Health, suppl. 4, 29(),  . 10.1093/eurpub/ckz185.377"
345,"Nyato, Daniel, Materu, Jacqueline, Kuringe, Evodius, Zoungrana, Jeremie, Mjungu, Deusdedit, Lemwayi, Ruth, Majani, Esther, Mtenga, Baltazar, Nnko, Soori, Munisi, Grace, Shao, Amani, Mwita Wambura, Changalucha, John, Drake, Mary, Komba, Albert (2019).  Prevalence and correlates of partner violence among adolescent girls and young women: Evidence from baseline data of a cluster randomised trial in Tanzania PLoS One, 14(10),  . 10.1371/journal.pone.0222950"
346,"De La Rue, Lisa, PhD (2019).  Intersectionality and Resilience: Updating How We Address Adolescent Dating Violence American Journal of Public Health, 109(10),  1324. 10.2105/AJPH.2019.305302"
349,"Sapthiang, Supakyada, William Van Gordon, Shonin, Edo (2019).  Health School-based Mindfulness Interventions for Improving Mental Health: A Systematic Review and Thematic Synthesis of Qualitative Studies Journal of Child and Family Studies, 28(10),  2650. 10.1007/s10826-019-01482-w"
353,"De Los Reyes Andres, Lerner, Matthew D, Keeley, Lauren M, Weber, Rebecca J, Drabick, Deborah A, G, Rabinowitz, Jill, Goodman, Kimberly L (2019).  Improving Interpretability of Subjective Assessments About Psychological Phenomena: A Review and Cross-Cultural Meta-Analysis Review of General Psychology, 23(3),  293. 10.1177/1089268019837645"
